ICD10_CHAPTER_NUMBER_2019_INTL_CORE_VER,ICD10_CHAPTER_2019_INTL_CORE_VER,ICD10_CODE_2019_INTL_CORE_VER,ICD10_TERM_2019_INTL_CORE_VER,MAPPED_MEDDRA_LLT,MAPPED_MEDDRA_LLT_CODE,MAP_ATTRIBUTE,MEDDRA_PT,MEDDRA_PT_CODE,MEDDRA_VER
I,Certain infectious and parasitic diseases,A30.8,Other forms of leprosy,Leprosy,10024229,Equivalent,Leprosy,10024229,v28.0
I,Certain infectious and parasitic diseases,A30.9,"Leprosy, unspecified","Leprosy, unspecified",10024232,Equivalent,Leprosy,10024229,v28.0
I,Certain infectious and parasitic diseases,A31,Infection due to other mycobacteria,Mycobacterial infection,10062207,Equivalent,Mycobacterial infection,10062207,v28.0
I,Certain infectious and parasitic diseases,A31.0,Pulmonary mycobacterial infection,Mycobacterial infection,10062207,Loss of Information,Mycobacterial infection,10062207,v28.0
I,Certain infectious and parasitic diseases,A31.1,Cutaneous mycobacterial infection,Mycobacterial infection,10062207,Loss of Information,Mycobacterial infection,10062207,v28.0
I,Certain infectious and parasitic diseases,A31.8,Other mycobacterial infections,Mycobacterial infection,10062207,Equivalent,Mycobacterial infection,10062207,v28.0
I,Certain infectious and parasitic diseases,A31.9,"Mycobacterial infection, unspecified",Mycobacterial infection,10062207,Equivalent,Mycobacterial infection,10062207,v28.0
I,Certain infectious and parasitic diseases,A32,Listeriosis,Listeriosis,10024641,Equivalent,Listeriosis,10024641,v28.0
I,Certain infectious and parasitic diseases,A32.0,Cutaneous listeriosis,Cutaneous listeriosis,10080433,Equivalent,Cutaneous listeriosis,10080433,v28.0
I,Certain infectious and parasitic diseases,A32.1,Listerial meningitis and meningoencephalitis,Listeria encephalitis,10054116,Equivalent,Listeria encephalitis,10054116,v28.0
I,Certain infectious and parasitic diseases,A32.7,Listerial sepsis,Listeria sepsis,10063085,Equivalent,Listeria sepsis,10063085,v28.0
I,Certain infectious and parasitic diseases,A32.8,Other forms of listeriosis,Listeriosis,10024641,Equivalent,Listeriosis,10024641,v28.0
I,Certain infectious and parasitic diseases,A32.9,"Listeriosis, unspecified",Listeriosis,10024641,Equivalent,Listeriosis,10024641,v28.0
I,Certain infectious and parasitic diseases,A33,Tetanus neonatorum,Tetanus neonatorum,10043378,Equivalent,Tetanus neonatorum,10043378,v28.0
I,Certain infectious and parasitic diseases,A34,Obstetrical tetanus,Obstetrical tetanus,10086748,Equivalent,Obstetrical tetanus,10086748,v28.0
I,Certain infectious and parasitic diseases,A35,Other tetanus,Tetanus,10043376,Equivalent,Tetanus,10043376,v28.0
I,Certain infectious and parasitic diseases,A36,Diphtheria,Diphtheria,10013023,Equivalent,Diphtheria,10013023,v28.0
I,Certain infectious and parasitic diseases,A36.0,Pharyngeal diphtheria,Faucial diphtheria,10016267,Equivalent,Diphtheria,10013023,v28.0
I,Certain infectious and parasitic diseases,A36.1,Nasopharyngeal diphtheria,Nasopharyngeal diphtheria,10028794,Equivalent,Diphtheria,10013023,v28.0
I,Certain infectious and parasitic diseases,A36.2,Laryngeal diphtheria,Laryngeal diphtheria,10023836,Equivalent,Diphtheria,10013023,v28.0
I,Certain infectious and parasitic diseases,A36.3,Cutaneous diphtheria,Cutaneous diphtheria,10011661,Equivalent,Diphtheria,10013023,v28.0
I,Certain infectious and parasitic diseases,A36.8,Other diphtheria,Diphtheria,10013023,Equivalent,Diphtheria,10013023,v28.0
I,Certain infectious and parasitic diseases,A36.9,"Diphtheria, unspecified","Diphtheria, unspecified",10013025,Equivalent,Diphtheria,10013023,v28.0
I,Certain infectious and parasitic diseases,A37,Whooping cough,Whooping cough,10047974,Equivalent,Pertussis,10034738,v28.0
I,Certain infectious and parasitic diseases,A37.0,Whooping cough due to Bordetella pertussis,Whooping cough due to bordetella pertussis (B. pertussis),10047976,Equivalent,Pertussis,10034738,v28.0
I,Certain infectious and parasitic diseases,A37.1,Whooping cough due to Bordetella parapertussis,Whooping cough due to bordetella parapertussis (B. parapertussis),10047975,Equivalent,Pertussis,10034738,v28.0
I,Certain infectious and parasitic diseases,A37.8,Whooping cough due to other Bordetella species,Whooping cough,10047974,Equivalent,Pertussis,10034738,v28.0
I,Certain infectious and parasitic diseases,A37.9,"Whooping cough, unspecified",Whooping cough,10047974,Equivalent,Pertussis,10034738,v28.0
I,Certain infectious and parasitic diseases,A38,Scarlet fever,Scarlet fever,10039587,Equivalent,Scarlet fever,10039587,v28.0
I,Certain infectious and parasitic diseases,A39,Meningococcal infection,Meningococcal infection,10027274,Equivalent,Meningococcal infection,10027274,v28.0
I,Certain infectious and parasitic diseases,A39.0,Meningococcal meningitis,Meningococcal meningitis,10027276,Equivalent,Meningitis meningococcal,10027249,v28.0
I,Certain infectious and parasitic diseases,A39.1,Waterhouse-Friderichsen syndrome,Waterhouse-Friderichsen syndrome,10047847,Equivalent,Waterhouse-Friderichsen syndrome,10047847,v28.0
I,Certain infectious and parasitic diseases,A39.2,Acute meningococcaemia,Meningococcaemia,10027268,Loss of Information,Meningococcal bacteraemia,10058858,v28.0
I,Certain infectious and parasitic diseases,A39.3,Chronic meningococcaemia,Meningococcaemia,10027268,Loss of Information,Meningococcal bacteraemia,10058858,v28.0
I,Certain infectious and parasitic diseases,A39.4,"Meningococcaemia, unspecified",Meningococcaemia,10027268,Equivalent,Meningococcal bacteraemia,10058858,v28.0
I,Certain infectious and parasitic diseases,A39.5,Meningococcal heart disease,Meningococcal carditis,10027270,Equivalent,Meningococcal carditis,10027270,v28.0
I,Certain infectious and parasitic diseases,A39.8,Other meningococcal infections,Meningococcal infection,10027274,Equivalent,Meningococcal infection,10027274,v28.0
I,Certain infectious and parasitic diseases,A39.9,"Meningococcal infection, unspecified",Meningococcal infection,10027274,Equivalent,Meningococcal infection,10027274,v28.0
I,Certain infectious and parasitic diseases,A40,Streptococcal sepsis,Streptococcal sepsis,10048960,Equivalent,Streptococcal sepsis,10048960,v28.0
I,Certain infectious and parasitic diseases,A40.0,"Sepsis due to streptococcus, group A",Streptococcus group A sepsis,10080445,Equivalent,Streptococcal sepsis,10048960,v28.0
I,Certain infectious and parasitic diseases,A40.1,"Sepsis due to streptococcus, group B",Streptococcus group B sepsis,10080449,Equivalent,Streptococcal sepsis,10048960,v28.0
I,Certain infectious and parasitic diseases,A40.2,"Sepsis due to streptococcus, group D and enterococcus",Streptococcus group D sepsis,10080450,Equivalent,Streptococcal sepsis,10048960,v28.0
I,Certain infectious and parasitic diseases,A40.3,Sepsis due to Streptococcus pneumoniae,Pneumococcal sepsis,10054047,Equivalent,Pneumococcal sepsis,10054047,v28.0
I,Certain infectious and parasitic diseases,A40.8,Other streptococcal sepsis,Streptococcal sepsis,10048960,Equivalent,Streptococcal sepsis,10048960,v28.0
I,Certain infectious and parasitic diseases,A40.9,"Streptococcal sepsis, unspecified",Streptococcal sepsis,10048960,Equivalent,Streptococcal sepsis,10048960,v28.0
I,Certain infectious and parasitic diseases,A41,Other sepsis,Sepsis,10040047,Equivalent,Sepsis,10040047,v28.0
I,Certain infectious and parasitic diseases,A41.0,Sepsis due to Staphylococcus aureus,Staphylococcal sepsis,10056430,Loss of Information,Staphylococcal sepsis,10056430,v28.0
I,Certain infectious and parasitic diseases,A41.1,Sepsis due to other specified staphylococcus,Staphylococcal sepsis,10056430,Equivalent,Staphylococcal sepsis,10056430,v28.0
I,Certain infectious and parasitic diseases,A41.2,Sepsis due to unspecified staphylococcus,Staphylococcal sepsis,10056430,Equivalent,Staphylococcal sepsis,10056430,v28.0
I,Certain infectious and parasitic diseases,A41.3,Sepsis due to Haemophilus influenzae,Septicaemia due to Haemophilus influenzae (H. influenzae),10058214,Equivalent,Haemophilus sepsis,10058875,v28.0
I,Certain infectious and parasitic diseases,A41.4,Sepsis due to anaerobes,Bacterial sepsis,10053840,Loss of Information,Bacterial sepsis,10053840,v28.0
I,Certain infectious and parasitic diseases,A41.5,Sepsis due to other Gram-negative organisms,Bacterial sepsis,10053840,Loss of Information,Bacterial sepsis,10053840,v28.0
I,Certain infectious and parasitic diseases,A41.8,Other specified sepsis,Sepsis,10040047,Equivalent,Sepsis,10040047,v28.0
I,Certain infectious and parasitic diseases,A41.9,"Sepsis, unspecified",Sepsis,10040047,Equivalent,Sepsis,10040047,v28.0
I,Certain infectious and parasitic diseases,A42,Actinomycosis,Actinomycosis,10000620,Equivalent,Actinomycosis,10000620,v28.0
I,Certain infectious and parasitic diseases,A42.0,Pulmonary actinomycosis,Pulmonary actinomycotic infection,10037310,Equivalent,Actinomycotic pulmonary infection,10000628,v28.0
I,Certain infectious and parasitic diseases,A42.1,Abdominal actinomycosis,Actinomycotic abdominal infection,10000621,Equivalent,Actinomycotic abdominal infection,10000621,v28.0
I,Certain infectious and parasitic diseases,A42.2,Cervicofacial actinomycosis,Cervicofacial actinomycotic infection,10008337,Equivalent,Actinomycotic skin infection,10000629,v28.0
I,Certain infectious and parasitic diseases,A42.7,Actinomycotic sepsis,Actinomycotic sepsis,10080434,Equivalent,Actinomycotic sepsis,10080434,v28.0
I,Certain infectious and parasitic diseases,A42.8,Other forms of actinomycosis,Actinomycosis,10000620,Equivalent,Actinomycosis,10000620,v28.0
I,Certain infectious and parasitic diseases,A42.9,"Actinomycosis, unspecified",Actinomycosis,10000620,Equivalent,Actinomycosis,10000620,v28.0
I,Certain infectious and parasitic diseases,A43,Nocardiosis,Nocardiosis,10029444,Equivalent,Nocardiosis,10029444,v28.0
I,Certain infectious and parasitic diseases,A43.0,Pulmonary nocardiosis,Pulmonary nocardiosis,10080435,Equivalent,Pulmonary nocardiosis,10080435,v28.0
I,Certain infectious and parasitic diseases,A43.1,Cutaneous nocardiosis,Cutaneous nocardiosis,10080436,Equivalent,Cutaneous nocardiosis,10080436,v28.0
I,Certain infectious and parasitic diseases,A43.8,Other forms of nocardiosis,Nocardiosis,10029444,Equivalent,Nocardiosis,10029444,v28.0
I,Certain infectious and parasitic diseases,A43.9,"Nocardiosis, unspecified",Nocardiosis,10029444,Equivalent,Nocardiosis,10029444,v28.0
I,Certain infectious and parasitic diseases,A44,Bartonellosis,Bartonellosis,10004145,Equivalent,Bartonellosis,10004145,v28.0
I,Certain infectious and parasitic diseases,A44.0,Systemic bartonellosis,Systemic bartonellosis,10080437,Equivalent,Systemic bartonellosis,10080437,v28.0
I,Certain infectious and parasitic diseases,A44.1,Cutaneous and mucocutaneous bartonellosis,Peruvian wart,10080438,Equivalent,Peruvian wart,10080438,v28.0
I,Certain infectious and parasitic diseases,A44.8,Other forms of bartonellosis,Bartonellosis,10004145,Equivalent,Bartonellosis,10004145,v28.0
I,Certain infectious and parasitic diseases,A44.9,"Bartonellosis, unspecified",Bartonellosis,10004145,Equivalent,Bartonellosis,10004145,v28.0
I,Certain infectious and parasitic diseases,A46,Erysipelas,Erysipelas,10015145,Equivalent,Erysipelas,10015145,v28.0
I,Certain infectious and parasitic diseases,A48,"Other bacterial diseases, not elsewhere classified",Bacterial infection,10060945,Equivalent,Bacterial infection,10060945,v28.0
I,Certain infectious and parasitic diseases,A48.0,Gas gangrene,Gas gangrene,10017737,Equivalent,Gas gangrene,10017737,v28.0
I,Certain infectious and parasitic diseases,A48.1,Legionnaires disease,Legionnaire's disease,10024182,Equivalent,Pneumonia legionella,10035718,v28.0
I,Certain infectious and parasitic diseases,A48.2,Nonpneumonic Legionnaires disease [Pontiac fever],Pontiac fever,10054161,Equivalent,Pontiac fever,10054161,v28.0
I,Certain infectious and parasitic diseases,A48.3,Toxic shock syndrome,Toxic shock syndrome,10044248,Equivalent,Toxic shock syndrome,10044248,v28.0
I,Certain infectious and parasitic diseases,A48.4,Brazilian purpuric fever,Brazilian purpuric fever,10080439,Equivalent,Brazilian purpuric fever,10080439,v28.0
I,Certain infectious and parasitic diseases,A48.8,Other specified bacterial diseases,Bacterial infection,10060945,Equivalent,Bacterial infection,10060945,v28.0
I,Certain infectious and parasitic diseases,A49,Bacterial infection of unspecified site,Bacterial infection,10060945,Equivalent,Bacterial infection,10060945,v28.0
I,Certain infectious and parasitic diseases,A49.0,"Staphylococcal infection, unspecified site",Staphylococcal infection,10058080,Equivalent,Staphylococcal infection,10058080,v28.0
I,Certain infectious and parasitic diseases,A49.1,"Streptococcal and enterococcal infection, unspecified site",Gram-positive cocci infection,10054276,Loss of Information,Bacterial infection,10060945,v28.0
I,Certain infectious and parasitic diseases,A49.2,"Haemophilus influenzae infection, unspecified site",Haemophilus influenza infection,10018949,Equivalent,Haemophilus infection,10061190,v28.0
I,Certain infectious and parasitic diseases,A49.3,"Mycoplasma infection, unspecified site",Mycoplasma infection,10061300,Equivalent,Mycoplasma infection,10061300,v28.0
I,Certain infectious and parasitic diseases,A49.8,Other bacterial infections of unspecified site,Bacterial infection,10060945,Equivalent,Bacterial infection,10060945,v28.0
I,Certain infectious and parasitic diseases,A49.9,"Bacterial infection, unspecified",Bacterial infection,10060945,Equivalent,Bacterial infection,10060945,v28.0
I,Certain infectious and parasitic diseases,A50,Congenital syphilis,Congenital syphilis,10010641,Equivalent,Congenital syphilis,10010641,v28.0
I,Certain infectious and parasitic diseases,A50.0,"Early congenital syphilis, symptomatic","Early congenital syphilis, symptomatic",10014041,Equivalent,Congenital syphilis,10010641,v28.0
I,Certain infectious and parasitic diseases,A50.1,"Early congenital syphilis, latent","Early congenital syphilis, latent",10014040,Equivalent,Congenital syphilis,10010641,v28.0
I,Certain infectious and parasitic diseases,A50.2,"Early congenital syphilis, unspecified","Early congenital syphilis, unspecified",10014042,Equivalent,Congenital syphilis,10010641,v28.0
I,Certain infectious and parasitic diseases,A50.3,Late congenital syphilitic oculopathy,Other symptomatic late congenital syphilis,10032961,Loss of Information,Congenital syphilis,10010641,v28.0
I,Certain infectious and parasitic diseases,A50.4,Late congenital neurosyphilis [juvenile neurosyphilis],Juvenile neurosyphilis,10023257,Equivalent,Neurosyphilis,10029339,v28.0
I,Certain infectious and parasitic diseases,A50.5,"Other late congenital syphilis, symptomatic",Other symptomatic late congenital syphilis,10032961,Equivalent,Congenital syphilis,10010641,v28.0
I,Certain infectious and parasitic diseases,A50.6,"Late congenital syphilis, latent","Late congenital syphilis, latent",10023934,Equivalent,Congenital syphilis,10010641,v28.0
I,Certain infectious and parasitic diseases,A50.7,"Late congenital syphilis, unspecified","Late congenital syphilis, unspecified",10023935,Equivalent,Congenital syphilis,10010641,v28.0
I,Certain infectious and parasitic diseases,A50.9,"Congenital syphilis, unspecified","Congenital syphilis, unspecified",10010642,Equivalent,Congenital syphilis,10010641,v28.0
I,Certain infectious and parasitic diseases,A51,Early syphilis,Syphilis,10062120,Loss of Information,Syphilis,10062120,v28.0
I,Certain infectious and parasitic diseases,A51.0,Primary genital syphilis,Genital syphilis (primary),10018176,Equivalent,Syphilis genital,10042880,v28.0
I,Certain infectious and parasitic diseases,A51.1,Primary anal syphilis,Primary anal syphilis,10036674,Equivalent,Syphilis anal,10042877,v28.0
I,Certain infectious and parasitic diseases,A51.2,Primary syphilis of other sites,Primary syphilis,10056884,Equivalent,Primary syphilis,10056884,v28.0
